Transaction_ID,Date,Customer_Name,Product,Total_Items,Total_Cost,Payment_Method,City,Store_Type,Discount_Applied,Customer_Category,Season,Promotion
1000030011,2025-01-18 00:00:00,Pamela Wells,"['Trash Bags', 'Jam', 'Carrots', 'Potatoes']",4,33.11,Debit Card,Miami,Specialty Store,True,Middle-Aged,Winter,Discount on Selected Items
1000030012,2023-06-11 00:00:00,Gail Lowe,"['Shaving Cream', 'Trash Bags', 'Oil']",3,74.42,PayPal,Boston,Department Store,True,Teenager,Summer,BOGO (Buy One Get One)
1000030013,2024-01-18 00:00:00,Jimmy Watson,"['Pickles', 'Peanut Butter', 'Tea', 'Trash Cans', 'Water', 'Tuna', 'Eggs', 'Sugar', 'Trash Bags']",9,101.52,Debit Card,Atlanta,Department Store,False,Middle-Aged,Winter,
1000030014,2023-02-25 00:00:00,Jonathan Cole,"['Butter', 'Hair Gel', 'Onions', 'Pickles']",4,74.78,Debit Card,New York,Specialty Store,False,Senior Citizen,Winter,
1000030015,2023-01-16 00:00:00,Brian Castro,"['Soap', 'Toothpaste', 'Cereal Bars', 'Tuna', 'Honey', 'Canned Soup', 'Carrots', 'Beef', 'Flour', 'Sponges']",10,23.65,Mobile Payment,San Francisco,Convenience Store,False,Retiree,Winter,
1000030016,2023-02-17 00:00:00,Christopher Eaton,"['Syrup', 'Sponges', 'Shower Gel', 'Oil', 'Chicken', 'Hand Sanitizer', 'Yogurt', 'Salt']",8,56.68,Debit Card,New York,Convenience Store,False,Retiree,Winter,
1000030017,2024-09-27 00:00:00,Ryan Dennis,"['Shaving Cream', 'Trash Bags', 'Tea', 'Syrup', 'Rice', 'Tea', 'Bread', 'Pickles', 'Shower Gel', 'Pickles']",10,131.57,Credit Card,Miami,Convenience Store,True,Student,Fall,Discount on Selected Items
1000030018,2024-10-21 00:00:00,Amanda Wong,"['Trash Bags', 'Tea', 'Toothpaste', 'Oil', 'Hair Gel', 'Yogurt']",6,30.8,PayPal,Seattle,Warehouse Club,False,Professional,Fall,Discount on Selected Items
1000030019,2023-06-09 00:00:00,Eric Atkinson,"['Syrup', 'Sugar', 'Orange', 'Bread', 'Carrots', 'Peanut Butter', 'Flour', 'Coffee']",8,110.49,PayPal,Seattle,Department Store,False,Homemaker,Summer,BOGO (Buy One Get One)
1000030020,2024-03-03 00:00:00,Seth Dixon,"['Mop', 'BBQ Sauce', 'Sponges']",3,25.06,Debit Card,Boston,Pharmacy,False,Senior Citizen,Spring,
1000030021,2024-03-13 00:00:00,Kevin Boyd,"['Soap', 'Soap', 'Soda', 'Tea', 'Milk', 'Coffee', 'Orange', 'Soda', 'Water']",9,123.33,Mobile Payment,Chicago,Supermarket,True,Retiree,Spring,
1000030022,2025-07-28 00:00:00,Christopher Boyer,"['Ice Cream', 'Cereal Bars', 'Soda', 'Toothpaste', 'Honey', 'Peanut Butter', 'BBQ Sauce']",7,24.36,Credit Card,Dallas,Supermarket,True,Middle-Aged,Summer,Discount on Selected Items
1000030023,2024-05-13 00:00:00,Cindy Olson,"['Potatoes', 'Oil']",2,41.29,Debit Card,Dallas,Department Store,True,Student,Spring,BOGO (Buy One Get One)
1000030024,2024-12-10 00:00:00,Robin Scott,"['Sponges', 'Vinegar', 'Mop', 'Pickles', 'Butter', 'Pasta', 'Cheese']",7,45.04,Cash,Dallas,Supermarket,True,Professional,Winter,BOGO (Buy One Get One)
1000030025,2024-01-13 00:00:00,Amanda Rollins,"['Ketchup', 'Banana', 'Eggs', 'Mop']",4,140.15,Debit Card,Seattle,Warehouse Club,True,Senior Citizen,Winter,
1000030026,2024-01-08 00:00:00,Teresa Carroll,"['Water', 'Bread', 'Honey', 'Shower Gel', 'Toothpaste', 'Butter']",6,12.56,Mobile Payment,New York,Supermarket,False,Homemaker,Winter,
1000030027,2023-04-10 00:00:00,Christopher Stevens,"['Trash Cans', 'Soda', 'Rice']",3,60.15,Debit Card,Atlanta,Warehouse Club,True,Retiree,Spring,BOGO (Buy One Get One)
1000030028,2023-06-06 00:00:00,Yolanda Shelton,"['Potatoes', 'Banana']",2,73.59,PayPal,Dallas,Department Store,True,Teenager,Summer,BOGO (Buy One Get One)
1000030029,2025-08-25 00:00:00,Madison Lutz,"['Peanut Butter', 'Mop', 'Rice', 'Hand Sanitizer', 'Trash Cans', 'Trash Bags', 'Syrup', 'Oil', 'Shaving Cream', 'Hand Sanitizer']",10,91.12,Mobile Payment,Los Angeles,Department Store,True,Retiree,Summer,
1000030030,2024-08-03 00:00:00,Bruce Choi,"['Jam', 'Tea', 'Trash Cans', 'Tuna', 'Shaving Cream']",5,72.11,Debit Card,Los Angeles,Department Store,False,Student,Summer,
1000030031,2024-01-18 00:00:00,Andrew Cunningham,"['Chicken', 'Salt']",2,109.44,Credit Card,Boston,Department Store,True,Teenager,Winter,BOGO (Buy One Get One)
1000030032,2023-03-01 00:00:00,Tracy Paul,['Shaving Cream'],1,108.17,Debit Card,New York,Pharmacy,False,Middle-Aged,Spring,Discount on Selected Items
1000030033,2024-01-10 00:00:00,Selena Curry,"['Eggs', 'Chicken', 'Tea']",3,10.68,Credit Card,Los Angeles,Convenience Store,False,Professional,Winter,Discount on Selected Items
1000030034,2025-02-09 00:00:00,Nicole Allen,"['Beef', 'Orange', 'Sugar', 'Carrots', 'Ketchup', 'Flour', 'Sponges', 'Carrots']",8,83.32,Credit Card,Dallas,Specialty Store,True,Middle-Aged,Winter,
1000030035,2024-03-07 00:00:00,Taylor Hill,['Toothpaste'],1,43.15,Cash,Miami,Warehouse Club,False,Young Adult,Spring,Discount on Selected Items
1000030036,2023-04-08 00:00:00,Jimmy Bowers,"['Yogurt', 'Sponges', 'Yogurt', 'Ketchup']",4,122.19,Cash,San Francisco,Department Store,False,Homemaker,Spring,BOGO (Buy One Get One)
1000030037,2024-03-08 00:00:00,Todd Moore,"['Potatoes', 'Shower Gel', 'Syrup', 'Chicken', 'Ice Cream']",5,102.56,Cash,Boston,Department Store,False,Senior Citizen,Spring,
1000030038,2025-03-01 00:00:00,Laura Harris,"['Water', 'Canned Soup', 'Soda', 'Cheese', 'Tea', 'Syrup', 'Banana']",7,49.6,Cash,Boston,Convenience Store,True,Retiree,Spring,BOGO (Buy One Get One)
1000030039,2025-09-10 00:00:00,Kelly Williams,"['Carrots', 'Milk', 'Sugar', 'Trash Bags', 'Vinegar', 'Sugar']",6,13.65,Credit Card,Los Angeles,Department Store,True,Student,Fall,
1000030040,2025-12-13 00:00:00,Mark Robinson,"['Tuna', 'Onions', 'Peanut Butter', 'Trash Bags', 'Eggs']",5,53.98,Mobile Payment,Los Angeles,Department Store,False,Middle-Aged,Winter,Discount on Selected Items
1000030041,2023-11-28 00:00:00,Anthony Williams,"['Butter', 'Chicken', 'Tea', 'Trash Bags']",4,59.76,Credit Card,Miami,Specialty Store,False,Student,Fall,Discount on Selected Items
1000030042,2023-05-18 00:00:00,Vincent Johnson,"['Orange', 'Cereal Bars', 'Rice']",3,75.01,Credit Card,Atlanta,Warehouse Club,False,Professional,Spring,
1000030043,2023-06-16 00:00:00,Tiffany Jones,"['Sugar', 'Onions', 'Pasta', 'Peanut Butter', 'Canned Soup', 'Salt', 'Ice Cream', 'Pickles']",8,10.69,Mobile Payment,Chicago,Convenience Store,False,Retiree,Summer,Discount on Selected Items
1000030044,2025-12-24 00:00:00,Gary James,"['Water', 'Flour', 'Canned Soup', 'Eggs', 'Coffee', 'Honey', 'Syrup', 'Sugar', 'Ice Cream']",9,138.68,Debit Card,Miami,Specialty Store,True,Middle-Aged,Winter,BOGO (Buy One Get One)
1000030045,2024-03-11 00:00:00,Sarah Brown,"['Tissues', 'Peanut Butter', 'Cheese', 'Banana', 'Hand Sanitizer', 'Eggs', 'Carrots', 'Hand Sanitizer', 'Onions']",9,50.5,Mobile Payment,Dallas,Convenience Store,True,Professional,Spring,Discount on Selected Items
1000030046,2025-11-14 00:00:00,James Bond,"['Tuna', 'Ketchup', 'Eggs']",3,147.55,Cash,Atlanta,Department Store,False,Professional,Fall,Discount on Selected Items
1000030047,2025-06-27 00:00:00,Marisa Cabrera,"['Bread', 'Soda', 'Hand Sanitizer', 'Cheese', 'Trash Cans', 'Beef', 'Tissues', 'Sugar', 'Coffee', 'Orange']",10,113.5,Debit Card,Boston,Specialty Store,True,Student,Summer,BOGO (Buy One Get One)
1000030048,2024-06-04 00:00:00,Kevin Barton,"['Flour', 'Carrots', 'Onions', 'Eggs', 'Rice', 'Cheese']",6,94.69,Mobile Payment,Miami,Specialty Store,True,Homemaker,Summer,BOGO (Buy One Get One)
1000030049,2023-07-31 00:00:00,Shawn Martin,['Rice'],1,31.49,Credit Card,Boston,Convenience Store,False,Homemaker,Summer,BOGO (Buy One Get One)
1000030050,2023-11-16 00:00:00,Julie Hudson,"['Toothpaste', 'Bread', 'Beef', 'Cereal Bars', 'Onions', 'Chicken']",6,45.81,PayPal,Seattle,Supermarket,True,Retiree,Fall,Discount on Selected Items
1000030051,2024-02-05 00:00:00,Louis Rhodes,"['Hand Sanitizer', 'Shower Gel', 'Sponges', 'Onions', 'Shaving Cream', 'Banana', 'Hand Sanitizer', 'Jam', 'Potatoes']",9,121.92,Mobile Payment,Miami,Warehouse Club,True,Professional,Winter,
1000030052,2023-12-18 00:00:00,Thomas Montgomery,"['Onions', 'Cheese', 'Shower Gel', 'Rice', 'Tea', 'Sponges', 'Milk']",7,116.92,Cash,Atlanta,Convenience Store,True,Retiree,Winter,BOGO (Buy One Get One)
1000030053,2023-05-10 00:00:00,Paul Walters,['Sugar'],1,51.86,PayPal,Los Angeles,Convenience Store,False,Homemaker,Spring,BOGO (Buy One Get One)
1000030054,2023-07-02 00:00:00,Kristopher Hanson,"['Flour', 'Onions', 'Ice Cream', 'Carrots', 'Jam', 'Canned Soup', 'Tea', 'Shower Gel']",8,64.25,Debit Card,Houston,Warehouse Club,False,Young Adult,Summer,BOGO (Buy One Get One)
1000030055,2025-08-20 00:00:00,Derek Hill,"['Vinegar', 'Soda', 'Yogurt', 'Salt', 'Sugar']",5,148.85,Mobile Payment,Houston,Convenience Store,True,Homemaker,Summer,
1000030056,2025-12-23 00:00:00,Robert Lucas,"['Jam', 'Soap', 'Ice Cream', 'Shaving Cream']",4,129.51,Mobile Payment,Los Angeles,Warehouse Club,False,Middle-Aged,Winter,
1000030057,2024-10-02 00:00:00,Teresa Johnson,"['Chicken', 'Honey', 'Soda', 'Chicken']",4,89.63,PayPal,San Francisco,Department Store,False,Homemaker,Fall,BOGO (Buy One Get One)
1000030058,2024-04-25 00:00:00,Mark Washington,"['Onions', 'Hair Gel', 'Honey', 'Sponges', 'Soap', 'Tuna', 'Tissues']",7,70.89,Credit Card,Los Angeles,Warehouse Club,False,Young Adult,Spring,
1000030059,2025-03-04 00:00:00,Haley Howard,"['Milk', 'Banana', 'Sponges']",3,42.71,Debit Card,Seattle,Pharmacy,False,Student,Spring,Discount on Selected Items
1000030060,2023-03-04 00:00:00,Marie Estrada,"['Trash Cans', 'Orange', 'Ketchup']",3,128.94,Cash,Miami,Supermarket,True,Middle-Aged,Spring,Discount on Selected Items
1000030061,2024-07-13 00:00:00,William Krause,"['Ketchup', 'Honey', 'Sponges', 'Pasta', 'Bread', 'Potatoes', 'Hair Gel', 'Yogurt']",8,54.72,Debit Card,Atlanta,Supermarket,False,Teenager,Summer,
1000030062,2023-12-13 00:00:00,Anna Olsen,"['Ketchup', 'Carrots', 'Ketchup', 'Soda', 'Bread', 'Coffee', 'Hair Gel', 'Rice', 'Soda']",9,104.94,PayPal,Dallas,Pharmacy,False,Retiree,Winter,Discount on Selected Items
1000030063,2025-01-18 00:00:00,David Tyler,"['Peanut Butter', 'Tissues', 'Banana', 'Banana', 'Ice Cream', 'Trash Cans']",6,63.37,Cash,Miami,Department Store,True,Senior Citizen,Winter,Discount on Selected Items
1000030064,2023-02-10 00:00:00,Alexis Martinez,"['Peanut Butter', 'Sponges', 'Canned Soup', 'Pasta']",4,68.99,Cash,Los Angeles,Convenience Store,True,Middle-Aged,Winter,Discount on Selected Items
1000030065,2024-07-12 00:00:00,Felicia Harris,"['Rice', 'Water', 'Jam', 'Tissues']",4,52.57,Mobile Payment,Boston,Supermarket,False,Homemaker,Summer,BOGO (Buy One Get One)
1000030066,2024-06-10 00:00:00,Matthew Andersen,"['Milk', 'Toothpaste', 'Cheese']",3,71.19,PayPal,Miami,Warehouse Club,True,Young Adult,Summer,BOGO (Buy One Get One)
1000030067,2023-10-08 00:00:00,Jesse Pittman,"['Butter', 'Potatoes']",2,18.77,Mobile Payment,Houston,Convenience Store,False,Senior Citizen,Fall,Discount on Selected Items
1000030068,2025-11-01 00:00:00,Kimberly Hubbard,"['Canned Soup', 'Vinegar', 'Cheese', 'Banana', 'Carrots', 'Jam', 'Tissues', 'Eggs', 'Eggs']",9,64.75,Mobile Payment,Los Angeles,Department Store,False,Homemaker,Fall,
1000030069,2023-06-24 00:00:00,Sharon Mccarty,"['Mop', 'Shaving Cream']",2,117.32,Mobile Payment,Atlanta,Warehouse Club,True,Teenager,Summer,BOGO (Buy One Get One)
1000030070,2024-05-10 00:00:00,Robert Campbell,"['Rice', 'Canned Soup', 'Mop', 'Banana', 'Tuna', 'Shaving Cream', 'Orange', 'Toothpaste', 'Tuna']",9,79.99,Debit Card,New York,Pharmacy,False,Senior Citizen,Spring,
1000030071,2025-03-22 00:00:00,Samuel Macias,"['Sponges', 'Jam', 'Salt', 'Mop', 'Coffee']",5,56.2,Credit Card,Los Angeles,Warehouse Club,True,Student,Spring,
1000030072,2024-01-24 00:00:00,Debra Miller,"['Carrots', 'Bread', 'Hair Gel', 'Chicken']",4,132.28,PayPal,Boston,Warehouse Club,True,Senior Citizen,Winter,BOGO (Buy One Get One)
1000030073,2024-12-02 00:00:00,Mr. Thomas Martinez,"['Banana', 'Tissues', 'Peanut Butter', 'Rice', 'Salt']",5,90.04,PayPal,Boston,Department Store,False,Senior Citizen,Winter,BOGO (Buy One Get One)
1000030074,2023-12-22 00:00:00,Paul Weeks,"['Butter', 'Jam', 'Soda']",3,8.75,Debit Card,Boston,Convenience Store,False,Teenager,Winter,
1000030075,2023-05-24 00:00:00,Kevin Gross,"['Mop', 'Coffee', 'Pickles', 'Tea', 'Peanut Butter', 'Jam', 'Cereal Bars', 'Pickles', 'Potatoes']",9,63.32,Cash,New York,Warehouse Club,True,Retiree,Spring,Discount on Selected Items
1000030076,2026-01-01 00:00:00,Wayne Martinez,"['Soap', 'Trash Cans', 'Pickles', 'BBQ Sauce']",4,123.36,Debit Card,Dallas,Specialty Store,False,Senior Citizen,Winter,
1000030077,2025-12-29 00:00:00,Annette Deleon,['Flour'],1,27.04,Credit Card,Chicago,Pharmacy,True,Student,Winter,Discount on Selected Items
1000030078,2024-06-05 00:00:00,Andrea Fowler,"['Ice Cream', 'Honey', 'Peanut Butter', 'Canned Soup', 'Tuna', 'Hair Gel', 'Pasta', 'Syrup', 'Soap', 'Coffee']",10,20.06,Debit Card,San Francisco,Department Store,False,Homemaker,Summer,Discount on Selected Items
1000030079,2023-04-18 00:00:00,William Williams,"['Banana', 'Soda', 'Syrup', 'Yogurt', 'Vinegar']",5,72.28,Debit Card,Atlanta,Specialty Store,True,Student,Spring,Discount on Selected Items
1000030080,2024-01-20 00:00:00,Megan Freeman,"['Syrup', 'Sugar', 'Oil', 'Beef', 'Canned Soup', 'Sugar', 'Tissues', 'Trash Cans']",8,96.63,Cash,Chicago,Pharmacy,True,Retiree,Winter,Discount on Selected Items
1000030081,2024-04-27 00:00:00,Danielle Reilly,"['Salt', 'Shower Gel', 'Bread', 'Beef', 'Potatoes']",5,6.74,Mobile Payment,Dallas,Pharmacy,False,Student,Spring,Discount on Selected Items
1000030082,2025-06-05 00:00:00,David Romero,"['Rice', 'Soap', 'Potatoes', 'Trash Bags', 'Canned Soup', 'Ice Cream']",6,35.5,Credit Card,Seattle,Specialty Store,True,Young Adult,Summer,Discount on Selected Items
1000030083,2023-10-31 00:00:00,Brian Lambert,"['Beef', 'Water', 'Jam', 'Honey', 'Butter', 'Butter', 'Canned Soup', 'Canned Soup', 'Carrots']",9,29.14,Debit Card,New York,Department Store,False,Retiree,Fall,BOGO (Buy One Get One)
1000030084,2023-08-25 00:00:00,Mary Olsen,['Milk'],1,75.43,Cash,Los Angeles,Pharmacy,True,Homemaker,Summer,Discount on Selected Items
1000030085,2025-07-08 00:00:00,Mrs. Tracy Johnson DDS,"['Cheese', 'Cereal Bars', 'Cheese', 'Rice', 'Milk', 'Bread', 'Beef', 'Chicken']",8,146.58,Credit Card,Boston,Specialty Store,False,Student,Summer,
1000030086,2024-11-28 00:00:00,Steven Gomez,"['Oil', 'Peanut Butter', 'Hand Sanitizer', 'Syrup', 'Milk', 'Onions']",6,36.19,Cash,Miami,Specialty Store,False,Student,Fall,Discount on Selected Items
1000030087,2024-01-16 00:00:00,Lynn Brown,"['Carrots', 'Hand Sanitizer', 'Sponges', 'Butter']",4,40.87,Credit Card,Seattle,Convenience Store,False,Senior Citizen,Winter,Discount on Selected Items
1000030088,2024-01-16 00:00:00,Kevin Schneider,"['Soda', 'Pasta', 'Salt']",3,119.18,Mobile Payment,Atlanta,Convenience Store,False,Young Adult,Winter,Discount on Selected Items
1000030089,2024-07-04 00:00:00,Glenda Foster,"['Tissues', 'Sugar', 'Water', 'Milk', 'Pasta', 'Banana', 'Shaving Cream', 'Pasta', 'Trash Bags', 'Coffee']",10,42.79,PayPal,Dallas,Department Store,False,Teenager,Summer,Discount on Selected Items
1000030090,2024-03-28 00:00:00,Christopher Collins,"['Milk', 'Peanut Butter', 'Trash Cans', 'Onions', 'Oil', 'Mop', 'Honey', 'Sugar', 'Rice']",9,21.35,Cash,New York,Specialty Store,False,Senior Citizen,Spring,Discount on Selected Items
1000030091,2024-05-14 00:00:00,Brandon Simmons,"['Syrup', 'Shaving Cream', 'Banana']",3,18.5,Cash,Dallas,Convenience Store,True,Homemaker,Spring,
1000030092,2023-07-01 00:00:00,Alison Bright,"['Salt', 'Canned Soup', 'Onions', 'Sponges', 'Chicken']",5,78.76,Debit Card,Houston,Department Store,False,Senior Citizen,Summer,Discount on Selected Items
1000030093,2023-01-02 00:00:00,Ralph Green,"['Water', 'Trash Bags', 'Tea']",3,55.78,Credit Card,Miami,Department Store,True,Retiree,Winter,BOGO (Buy One Get One)
1000030094,2023-12-05 00:00:00,Jennifer Simon,"['Mop', 'Hand Sanitizer', 'Milk', 'Pickles', 'Water', 'Banana', 'Trash Bags', 'Butter']",8,73.32,Credit Card,Chicago,Pharmacy,True,Retiree,Winter,
1000030095,2023-12-12 00:00:00,Mark Campbell,"['Sponges', 'BBQ Sauce', 'Butter', 'Ice Cream']",4,95.53,Cash,San Francisco,Department Store,True,Young Adult,Winter,Discount on Selected Items
1000030096,2024-06-03 00:00:00,Susan Owens,"['Water', 'Cheese', 'BBQ Sauce', 'Cereal Bars']",4,141.68,PayPal,Chicago,Specialty Store,True,Professional,Summer,
1000030097,2025-11-01 00:00:00,Cheryl Edwards,"['Tea', 'Tissues', 'Potatoes', 'Pickles', 'Mop', 'Trash Bags', 'Trash Cans', 'Onions', 'Ketchup', 'Water']",10,144.54,Credit Card,Dallas,Warehouse Club,True,Retiree,Fall,Discount on Selected Items
1000030098,2024-05-09 00:00:00,Seth Lambert,"['Salt', 'Potatoes', 'Soda', 'Pasta', 'Potatoes', 'Syrup', 'Peanut Butter', 'Trash Cans']",8,75.46,Cash,Miami,Convenience Store,False,Retiree,Spring,Discount on Selected Items
1000030099,2024-11-08 00:00:00,Mark Mccall,"['Hand Sanitizer', 'Beef', 'Canned Soup', 'Canned Soup', 'Oil', 'Rice', 'Soap', 'Trash Cans', 'Rice', 'Trash Cans']",10,45.93,Credit Card,Dallas,Warehouse Club,True,Professional,Fall,BOGO (Buy One Get One)
1000030100,2023-05-05 00:00:00,Steven Santiago,"['Cereal Bars', 'Tuna', 'Mop', 'Oil', 'Soap', 'Mop', 'Soda']",7,113.03,PayPal,Seattle,Warehouse Club,True,Senior Citizen,Spring,BOGO (Buy One Get One)
1000030101,2024-08-26 00:00:00,Leslie Kline,"['Chicken', 'Trash Cans', 'Yogurt', 'Eggs', 'Cereal Bars', 'Soap', 'Pickles', 'Ice Cream', 'Sugar']",9,132.27,Debit Card,Seattle,Supermarket,True,Teenager,Summer,
1000030102,2023-06-15 00:00:00,Cesar Mack,"['Rice', 'Oil', 'Shaving Cream']",3,43.3,Mobile Payment,New York,Pharmacy,False,Professional,Summer,Discount on Selected Items
1000030103,2024-07-24 00:00:00,Zachary Floyd,['Trash Bags'],1,102.47,Debit Card,Boston,Convenience Store,False,Professional,Summer,Discount on Selected Items
1000030104,2023-10-30 00:00:00,Jamie Brown,"['Orange', 'Tea']",2,144.34,PayPal,Houston,Pharmacy,False,Professional,Fall,
1000030105,2024-03-27 00:00:00,Joanne Miller,"['Honey', 'BBQ Sauce']",2,26.91,PayPal,Chicago,Convenience Store,True,Retiree,Spring,
1000030106,2025-08-31 00:00:00,David Robinson,"['Hand Sanitizer', 'Ice Cream', 'Honey']",3,147.11,PayPal,San Francisco,Specialty Store,False,Young Adult,Summer,Discount on Selected Items
1000030107,2025-04-16 00:00:00,Beth Bell,"['Vinegar', 'Tissues', 'Shower Gel', 'Tuna', 'Orange']",5,124.68,Cash,Los Angeles,Department Store,True,Middle-Aged,Spring,
1000030108,2023-07-29 00:00:00,Kimberly James,"['Ice Cream', 'Hair Gel', 'Tea', 'Yogurt', 'Butter', 'Ice Cream', 'Pasta', 'Honey', 'Yogurt', 'Cereal Bars']",10,73.19,Mobile Payment,Dallas,Pharmacy,True,Professional,Summer,BOGO (Buy One Get One)
1000030109,2023-04-26 00:00:00,Danielle Becker,"['Tissues', 'Cheese', 'Tissues', 'Peanut Butter', 'Tissues', 'Oil', 'Water', 'Flour', 'Mop', 'Pasta']",10,93.96,Cash,Houston,Pharmacy,False,Middle-Aged,Spring,
1000030110,2025-11-19 00:00:00,Michelle Tucker,"['Ice Cream', 'Syrup', 'Coffee', 'Onions', 'Onions', 'Honey']",6,90.1,PayPal,New York,Warehouse Club,False,Senior Citizen,Fall,BOGO (Buy One Get One)
1000030111,2023-03-31 00:00:00,Mrs. Lori Mercado,"['Vinegar', 'Banana', 'Soap', 'Bread', 'Water', 'Shower Gel', 'Chicken', 'Bread', 'Jam']",9,47.84,Cash,Chicago,Supermarket,False,Young Adult,Spring,
1000030112,2024-11-26 00:00:00,Sarah Giles,"['Ketchup', 'Soda', 'Milk', 'Hand Sanitizer', 'Ice Cream', 'Banana', 'Flour', 'Trash Bags']",8,76.46,Cash,Miami,Supermarket,True,Middle-Aged,Fall,Discount on Selected Items
1000030113,2025-06-13 00:00:00,Thomas Smith,"['Chicken', 'Ketchup', 'Syrup', 'Water', 'Toothpaste']",5,21.15,Mobile Payment,Miami,Warehouse Club,True,Middle-Aged,Summer,BOGO (Buy One Get One)
1000030114,2024-10-13 00:00:00,Kelly Fowler,"['BBQ Sauce', 'Chicken', 'Pickles']",3,48.75,Credit Card,Miami,Department Store,False,Young Adult,Fall,Discount on Selected Items
1000030115,2023-05-28 00:00:00,Madison Travis,"['Jam', 'Ketchup', 'Butter', 'Soap', 'Tuna']",5,25.88,Credit Card,Chicago,Specialty Store,False,Middle-Aged,Spring,Discount on Selected Items
1000030116,2025-09-09 00:00:00,Justin Sanders,"['Ketchup', 'Trash Bags', 'Hand Sanitizer', 'Coffee', 'Flour', 'Beef', 'Carrots', 'Orange', 'Pickles', 'Cereal Bars']",10,8.75,Cash,Houston,Warehouse Club,False,Retiree,Fall,Discount on Selected Items
1000030117,2023-12-28 00:00:00,Mark Hanson,"['Soap', 'Potatoes', 'Honey', 'Salt', 'Hair Gel', 'Eggs', 'Canned Soup']",7,86.16,Cash,San Francisco,Warehouse Club,False,Homemaker,Winter,BOGO (Buy One Get One)
1000030118,2025-02-16 00:00:00,Daniel Frye,"['Chicken', 'Potatoes', 'Beef', 'Hand Sanitizer']",4,72.8,Debit Card,Houston,Convenience Store,False,Student,Winter,Discount on Selected Items
1000030119,2024-07-28 00:00:00,Ashley Adams,"['Yogurt', 'Carrots', 'Trash Bags', 'Pasta', 'Syrup', 'Flour']",6,83.6,Cash,Los Angeles,Specialty Store,True,Student,Summer,Discount on Selected Items
1000030120,2023-10-29 00:00:00,Diane Mckinney,"['Tea', 'Bread', 'Ice Cream']",3,113.19,Mobile Payment,Atlanta,Pharmacy,True,Student,Fall,BOGO (Buy One Get One)
1000030121,2025-10-19 00:00:00,Patty Fernandez,"['Cereal Bars', 'Eggs', 'Canned Soup', 'Shaving Cream', 'Flour']",5,66.89,Cash,Miami,Supermarket,False,Teenager,Fall,Discount on Selected Items
1000030122,2024-03-21 00:00:00,Anthony Martinez,"['Sponges', 'Pasta', 'Eggs', 'Chicken', 'Hand Sanitizer']",5,84.77,Debit Card,Boston,Department Store,False,Student,Spring,BOGO (Buy One Get One)
1000030123,2023-10-08 00:00:00,Brittany Garcia,"['Hand Sanitizer', 'Sponges', 'Potatoes', 'Sponges', 'Beef', 'Shower Gel', 'Ice Cream', 'Milk', 'Cheese']",9,61.77,Credit Card,Seattle,Specialty Store,True,Teenager,Fall,
1000030124,2025-11-12 00:00:00,Brandon Weber,"['Carrots', 'Jam', 'Pickles']",3,66.17,Cash,Seattle,Supermarket,False,Homemaker,Fall,BOGO (Buy One Get One)
